guid,crc?,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Unused,Unused,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Arabic,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,LatinAmericanSpanish
3eb62265-335f-4d90-9336-577129a2020d,3653107014,Item_IT_346,煌雷竜の狩猟証,Rey Dau Certificate,Certificat Rey Dau,Rey Dau: certificato,Rey-Dau-Zertifikat,Certificado Rey Dau,Сертификат: рей дау,Certyfikat Rey Dau,,,Certificado de Rey Dau,황뢰룡 사냥증,煌雷龍狩獵證,煌雷龙狩猎证,,,,,,,,شهادة راي داو,,,,,,,,,,,Certificado de Rey Dau
d6a642a0-cfa0-4710-b47e-9980425c60b1,3410603904,Item_IT_EXP_346,"レ・ダウのクエストに成功した者に
与えられる、ギルドの証明書。
装備の作成に使用する。","A Guild certificate awarded to
those who have hunted a Rey
Dau. Used to make equipment.","Certificat de la Guilde reçu pour
avoir chassé un Rey Dau.
Sert à fabriquer de l'équipement.","Un certificato della Gilda per
chi ha cacciato un Rey Dau.
Usato per creare equipaggiamento.","Gildenzertifikat für das Erjagen
eines Rey Dau.
Zur Ausrüstungsherstellung.","Certificado de gremio otorgado
al cazar a un Rey Dau.
Se usa para fabricar equipamiento.","Сертификат Гильдии, выдаваемый
тем, кто одолел рей дау. Нужен
для создания снаряжения.","Certyfikat Gildii przyznawany tym,
którzy upolowali Rey Dau.
Używany do produkcji wyposażenia.",,,"Certificado da Guilda concedido
a quem caçou um Rey Dau.
Usado para fazer equipamento.","레 다우 퀘스트를 성공한
자에게 주어지는 길드 증명서.
장비 제작에 사용.","公會的證書，會授予成功完成煌雷龍
任務的人。可用於製作裝備。","公会颁发的证书，授予成功完成煌
雷龙任务的人。可用于制作装备。",,,,,,,,"شهادة تمنحها الرابطة
لأولئك الذين اصطادوا (راي داو).
تُستخدم لصنع المعدات.",,,,,,,,,,,"Certificado de gremio otorgado a
aquellos que cazaron un Rey Dau.
Se emplea para fabricar equipo."
7805736b-bbad-4acc-914e-085c7aa1ca88,2720690779,Item_IT_347,煌雷竜の上鱗,Rey Dau Scale+,Écaille Rey Dau +,Rey Dau: scaglia+,Rey-Dau-Schuppe+,Escama de Rey Dau+,Чешуя рей дау+,Łuska Rey Dau+,,,Escama de Rey Dau+,황뢰룡의 비늘+,煌雷龍的上鱗,煌雷龙的上等鳞,,,,,,,,قشرة راي داو+,,,,,,,,,,,Escama de Rey Dau+
33fd97bc-16d1-4869-900b-a2cc42b409d4,3907146889,Item_IT_EXP_347,"レ・ダウの上質な鱗。
砂嵐で鍛えられたその鱗は驚く
ほど滑らかで、極めて堅固。","A high-quality Rey Dau scale.
Constant exposure to the Sandtide
made it as sturdy as it is smooth.","Écaille de Rey Dau de grande qualité.
Les tempêtes de sable constantes
l'ont rendue aussi lisse que solide.","Scaglia di Rey Dau di qualità.
Le tempeste di sabbia l'hanno
resa molto dura e liscia.","Eine hochwertige Rey-Dau-Schuppe.
Durch ständigen Kontakt mit der
Sandflut ist sie so robust wie glatt.","Escama de gran calidad de un Rey
Dau. Expuesta a la marea de arena,
se ha vuelto muy dura y lisa.","Качественная чешуя рей дау. Стала
невероятно прочной и гладкой под
вечным натиском песчаных бурь.","Wysokiej jakości łuska Rey Dau. Ciągłe
narażenie na burze piaskowe uczyniło
ją równie wytrzymałą, co gładką.",,,"Escama superior de Rey Dau.
A exposição constante à Maré de
Areia a tornou lisa e resistente.","레 다우의 질 좋은 비늘.
모래 폭풍을 견딘 비늘은
놀랄 만큼 매끄럽고 튼튼하다.","煌雷龍的優質鱗片。鱗片經沙塵暴的
嚴酷環境洗禮後，光滑且極為堅硬。","煌雷龙的优质鳞片。久经沙尘暴磨
砺的鳞片光滑得惊人，也极其坚固。",,,,,,,,"قشرة (راي داو) عالية الجودة.
التعرض المستمر للعواصف الرملية
جعلها متينة وملساء بشكل مدهش.",,,,,,,,,,,"Escama de gran calidad de un Rey
Dau. Las tormentas de arena la
tornaron altamente dura y suave."
26505205-8e33-4d6f-ac76-d369bf69d0f6,2951845955,Item_IT_348,煌雷竜の堅殻,Rey Dau Carapace,Cuirasse Rey Dau,Rey Dau: carapace,Rey-Dau-Rückenpanzer,Coraza de Rey Dau,Панцирь рей дау,Pancerz Rey Dau,,,Carapaça de Rey Dau,황뢰룡의 견갑각,煌雷龍的堅殼,煌雷龙的坚壳,,,,,,,,درقة راي داو,,,,,,,,,,,Caparazón de Rey Dau
f3fd5ce9-e062-47a8-946c-8ae7e88c14ff,556026561,Item_IT_EXP_348,"レ・ダウの堅い甲殻。
複雑な形状だが規則性があり、
導電性をより引き上げている。","The tough carapace of a Rey Dau.
Its complex but consistent pattern
enhances its conductivity.","Cuirasse résistante de Rey Dau.
Ses motifs complexes et réguliers
améliorent sa conductivité.","Il duro carapace di un Rey Dau.
Il motivo complesso ma uniforme
ne potenzia la conduttività.","Der harte Panzer eines Rey Dau.
Das komplexe, aber gleichmäßige
Muster macht ihn leitfähiger.","Dura coraza de un Rey Dau.
Presenta un patrón complicado
que potencia la conductividad.","Прочный панцирь рей дау. Имеет
сложный повторяющийся узор и
накапливает электрический заряд.","Twardy pancerz Rey Dau. Jego 
skomplikowany, ale spójny wzór
zwiększa właściwości przewodzące.",,,"Carapaça resistente de Rey Dau. Seu
padrão complexo, mas consistente
potencializa sua condutividade.","레 다우의 단단한 갑각.
복잡해 보이지만 규칙성이 있어
전도성을 더욱 높인다.","煌雷龍的堅硬甲殼。形狀複雜但暗藏
規律，進一步提升了導電性。","煌雷龙的坚硬甲壳。复杂的形状之
中却暗含规律，进一步提高导电性
能。",,,,,,,,"الهيكل الصلب لـ (راي داو)
يتميز بنمط معقد ولكن متسق
يعزز قدرته على توصيل الكهرباء.",,,,,,,,,,,"Caparazón duro de un Rey Dau.
Con un patrón complejo y uniforme
que potencia la conductividad."
4d64cd7d-ed54-4e4f-908d-21bf8af8fc5b,1664316803,Item_IT_349,煌雷竜の雷電角,Rey Dau Bolthorn,Fulgu-corne Rey Dau,Rey Dau: cornotuono lampo,Rey-Dau-Blitzhorn,Cuerno relámpago Rey Dau,Грозовой рог рей дау,Gromoróg Rey Dau,,,Chifretrovão de Rey Dau,황뢰룡의 뇌전뿔,煌雷龍的雷電角,煌雷龙的雷电角,,,,,,,,قرن رعد راي داو,,,,,,,,,,,Cuerno atronador Rey Dau
0e975d4b-7364-4fbb-a9dd-c8f775d4b2b3,526464074,Item_IT_EXP_349,"レ・ダウの雷をまとう角。
落雷をはるかに上回る電力放出
にも耐えるほど、重厚で頑強。","A Rey Dau horn crackling with
lightning. Durable enough to
sustain great bolts of electricity.","Corne de Rey Dau crépitante
capable de résister à des décharges
plus fortes que celles des éclairs.","Corno crepitante di fulmini di
un Rey Dau. Abbastanza duro da
resistere a scariche fortissime.","Ein Rey-Dau-Horn, das vor Blitzen
knistert. Stabil genug, um heftige
Blitzschläge zu überstehen.","Cuerno de un Rey Dau rebosante de
electricidad. Capaz de resistir las
descargas más intensas.","Рог рей дау, вокруг которого
потрескивают разряды. Выдержит
и удар молнии, и многое другое.","Róg Rey Dau skrzący od błyskawic.
Trwały na tyle, by wytrzymać
potężne wyładowania elektryczne.",,,"Chifre de Rey Dau pulsando com
eletricidade. Aguenta potências
muito maiores do que relâmpagos.","레 다우의 전기를 두른 뿔.
낙뢰를 아득히 뛰어넘는 전력을
견딜 만큼 묵직하고 견고하다.","煌雷龍頭上滿布雷電的角。既厚重又
堅固，甚至能承受遠超過落雷的電力
輸出。","煌雷龙萦绕着雷电的角。厚实、坚
固且强劲，能够承受远超落雷电力
的放电负荷。",,,,,,,,"قرن يصدر برق (راي داو)،
قوي بما يكفي لتحمل صدمات أقوى
من البرق العادي.",,,,,,,,,,,"Cuerno de un Rey Dau rebosante de
electricidad. Es capaz de resistir
las descargas más intensas."
2ba1eb17-1df4-4682-896b-311d4589307a,1060183850,Item_IT_350,煌雷竜の蒼雷晶爪,Rey Dau Fulgurtalon,Fulgu-serre Rey Dau,Rey Dau: bisturi lampo,Rey-Dau-Fulguritkralle,Espolón fulgúreo Rey Dau,Фульгур. коготь рей дау,Piorunoszpon Rey Dau,,,Fulgarra de Rey Dau,황뢰룡의 창뢰정발톱,煌雷龍的蒼雷晶爪,煌雷龙的苍雷晶爪,,,,,,,,مخلب رعد راي داو,,,,,,,,,,,Garra fulgúrea Rey Dau
50fa85e8-5938-4e78-a5df-9940988ee88f,1315873234,Item_IT_EXP_350,"レ・ダウの蒼く輝く翼爪。
フルグライトが高純度で鋭利に
結晶化しており、非常に美しい。","A Rey Dau wingtalon with an
azure glow. Coated with pure,
razor-sharp fulgurite.","Serre de Rey Dau à l'éclat bleu azur.
La fulgurite pure qui la recouvre
est aussi belle qu'acérée.","Sperone di Rey Dau con
un bagliore azzurro. Ricoperto
da folgorite pura e affilata.","Eine blau leuchtende Rey-Dau-
Flügelkralle. Von rasiermesser-
scharfem Fulgurit überzogen.","Garra del ala de un Rey Dau
con un brillo celeste. Hecha
con fulgorita pura muy afilada.","Сияющий лазурью острый коготь
с крыла рей дау. Чистый фульгурит
красив и невероятно остёр.","Szpon skrzydłowy Rey Dau z lazurową
poświatą. Pokryty czystym, ostrym jak
brzytwa piorunowcem.",,,"Garra da asa de um Rey Dau de
brilho azulado. Revestida com
fulgurita pura e muito afiada.","레 다우의 푸른빛 날개발톱.
예리하게 결정화된 고순도의
섬전암이 매우 아름답다.","煌雷龍發出蒼藍光輝的翼爪。高純度
蒼雷晶形成鋒利的結晶，非常美麗。","煌雷龙闪耀着苍蓝光芒的翼爪。高
纯度的苍雷晶形成锋利的结晶，美
丽非常。",,,,,,,,"برثن جناح (راي داو) بتوهج أزرق سماوي.
عيدان الصواعق الخالصة داخله
جميلة بقدر ما هي حادة.",,,,,,,,,,,"Garra del ala de un Rey Dau con
un brillo celeste. Revestida de
fulgorita pura y afilada."
5bf11a29-5a9c-4027-a915-4d733c5efc54,3685560268,Item_IT_351,煌雷竜の雷玉,Rey Dau Boltgem,Gemme-tonnerre Rey Dau,Rey Dau: gemma lampo,Rey-Dau-Blitzstein,Gema de rayo de Rey Dau,Молниевик рей дау,Gromoklejnot Rey Dau,,,Relampagema de Rey Dau,황뢰룡의 뇌옥,煌雷龍的雷玉,煌雷龙的雷玉,,,,,,,,جوهرة صاعقة راي داو,,,,,,,,,,,Gema de rayo de Rey Dau
560cd155-1cae-4bc5-93da-52952622a517,1827606570,Item_IT_EXP_351,"レ・ダウの体内で生成される希少な
玉石。砂原を覆い尽くすが如き万雷
を、自在に操る力があるという。","A rare jewel that developed
within a Rey Dau. Said to wield
the power of ten thousand storms.","Joyau rare qui s'est développé dans le
corps d'un Rey Dau. On dit qu'il renferme
la puissance de dix mille orages.","Raro gioiello sviluppatosi nel
corpo di un Rey Dau. Pare abbia
il potere di diecimila tempeste.","Ein seltenes Juwel aus dem Körper
eines Rey Dau. Ihm soll die Macht
von tausend Stürmen innewohnen.","Joya poco común desarrollada
en el interior de un Rey Dau.
Alberga el poder de mil tormentas.","Редкий самоцвет, образовавшийся
в теле рей дау. Говорят, в нём
скрыта сила десяти тысяч бурь.","Rzadki klejnot, który powstał
w ciele Rey Dau. Podobno dzierży
moc dziesięciu tysięcy burz.",,,"Joia rara desenvolvida dentro de
um Rey Dau. Dizem carregar o
poder de dez mil tempestades.","레 다우 몸속에서 생성되는
희귀한 옥석. 모래 평원을
뒤덮는 벼락을 조종한다.","在煌雷龍體內形成的稀有玉石。據說
具有力量，能隨意控制足以覆蓋整個
沙原的百萬落雷。","煌雷龙体内生成的稀有玉石。据说
拥有随意操纵万钧落雷的力量，足
以覆盖整片沙原。",,,,,,,,"جوهرة نادرة نمت داخل
(راي داو)، يُقال إنها تمتلك
قوة عشرة آلاف عاصفة.",,,,,,,,,,,"Joya rara desarrollada dentro de
un Rey Dau. Dicen que confiere
el poder de diez mil tormentas."
67277e56-1072-4cf2-8cd7-e571a72d2fbf,3182904117,Item_IT_352,煌雷竜の狩猟証Ｓ,Rey Dau Certificate S,Certificat Rey Dau S,Rey Dau: certificato S,Rey-Dau-Zertifikat S,Certificado Rey Dau S,Сертификат S: рей дау,Certyfikat Rey Dau S,,,Certificado de Rey Dau S,황뢰룡 사냥증 S,煌雷龍狩獵證S,煌雷龙狩猎证 S,,,,,,,,شهادة راي داو S,,,,,,,,,,,Certificado de Rey Dau S
6433f8fc-fc56-4546-b345-a67505c36940,2911825437,Item_IT_EXP_352,"レ・ダウのクエストに成功した者に
与えられる、ギルドの証明書。
装備の作成に使用する。","A Guild certificate awarded to
those who have hunted a Rey
Dau. Used to make equipment.","Certificat de la Guilde reçu pour
avoir chassé un Rey Dau.
Sert à fabriquer de l'équipement.","Un certificato della Gilda per
chi ha cacciato un Rey Dau.
Usato per creare equipaggiamento.","Gildenzertifikat für das Erjagen
eines Rey Dau.
Zur Ausrüstungsherstellung.","Certificado de gremio otorgado
al cazar a un Rey Dau.
Se usa para fabricar equipamiento.","Сертификат Гильдии, выдаваемый
тем, кто одолел рей дау. Нужен
для создания снаряжения.","Certyfikat Gildii przyznawany tym,
którzy upolowali Rey Dau.
Używany do produkcji wyposażenia.",,,"Certificado da Guilda concedido
a quem caçou um Rey Dau.
Usado para fazer equipamento.","레 다우 퀘스트를 성공한
자에게 주어지는 길드 증명서.
장비 제작에 사용.","公會的證書，會授予成功完成煌雷龍
任務的人。可用於製作裝備。","公会颁发的证书，授予成功完成煌
雷龙任务的人。可用于制作装备。",,,,,,,,"شهادة تمنحها الرابطة
لأولئك الذين اصطادوا (راي داو).
تُستخدم لصنع المعدات.",,,,,,,,,,,"Certificado de gremio otorgado a
aquellos que cazaron un Rey Dau.
Se emplea para fabricar equipo."
ee71959a-8bdb-4954-b13f-e118dcc202d2,1906019274,Item_IT_353,風鋏竜の鱗,Hirabami Scale,Écaille Hirabami,Hirabami: scaglia,Hirabami-Schuppe,Escama de Hirabami,Чешуя хирабами,Łuska Hirabami,,,Escama de Hirabami,풍협룡의 비늘,風鋏龍的鱗,风铗龙的鳞,,,,,,,,قشرة هيرابامي,,,,,,,,,,,Escama de Hirabami
c0160cb2-fd20-4c13-9a7b-4ed41e61f30a,2534258298,Item_IT_EXP_353,"ヒラバミの鱗。
小粒で軽量ながら強度に優れて
おり、加工にも用いやすい素材。","A scale from a Hirabami. Though
small and lightweight, it's very
strong and easy to process.","Écaille de Hirabami. Petite et
légère, elle est toutefois très
résistante et malléable.","La piccola e leggera scaglia
di un Hirabami, molto forte
e facile da lavorare.","Schuppe eines Hirabami. Sie mag
klein und leicht sein, ist aber
stabil und gut zu verarbeiten.","Escama de un Hirabami. Aunque es
pequeña y ligera, es muy
resistente y fácil de procesar.","Чешуйки хирабами маленькие
и лёгкие, но при этом прочные.
К тому же их легко обрабатывать.","Łuska Hirabami. Choć mała
i lekka, jest bardzo solidna
i łatwa w obróbce.",,,"Escama de Hirabami. Embora leve
e pequena, é muito resistente e
fácil de trabalhar.","히라바미의 비늘. 작고
가벼우면서 강도가 우수하여
가공하기 쉬운 소재.","風鋏龍的鱗片。小片又輕巧，但強度
優異，是容易加工的素材。","风铗龙的鳞片。又小又轻，但强度
相当优异，易于加工。",,,,,,,,"قشرة من (هيرابامي).
رغم أنها صغيرة وخفيفة الوزن،
إلا أنها قوية للغاية ويسهل تصنيعها.",,,,,,,,,,,"La escama de un Hirabami. Aunque
es pequeña y ligera, es muy
resistente y fácil de procesar."
f058f422-c2f0-49fa-8cfe-6041a53442f3,93365463,Item_IT_354,風鋏竜の皮,Hirabami Hide,Peau Hirabami,Hirabami: pelle,Hirabami-Haut,Piel de Hirabami,Шкура хирабами,Skóra Hirabami,,,Couro de Hirabami,풍협룡의 가죽,風鋏龍的皮,风铗龙的皮,,,,,,,,جلد هيرابامي,,,,,,,,,,,Piel de Hirabami
64cccd8d-68eb-4787-98a1-c27b14fb3f38,491838716,Item_IT_EXP_354,"ヒラバミの皮。
布のように滑らかで軽い素材。
独特の心地よい手触りが特徴的。","The hide of a Hirabami. Light
and smooth like cloth, it is
known for its unique texture.","Peau de Hirabami. Légère et douce
comme du tissu, elle est réputée
pour sa texture unique.","La pelle di un Hirabami, liscia
e leggera come stoffa ma
dalla consistenza unica.","Haut eines Hirabami. Leicht und
glatt wie Stoff und für ihre
einzigartige Struktur bekannt.","Piel de un Hirabami. Ligera
y suave como la tela, es conocida
por su particular textura.","Лёгкая и гладкая шкура хирабами.
На ощупь напоминает ткань.","Skóra Hirabami. Znana ze swojej
unikalnej tekstury, jest lekka
i gładka niczym tkanina.",,,"Couro de Hirabami. Leve e macio
como um tecido, é conhecido por
ter uma textura única.","히라바미의 가죽.
천같이 부드럽고 가벼운 소재.
독특하고 편안한 촉감이 특징.","風鋏龍的皮。是如布般光滑的輕巧
素材，特徵是獨特的舒適觸感。","风铗龙的外皮。和布匹一样柔滑的
轻便素材。手感舒适，非常独特。",,,,,,,,"جلد (هيرابامي).
خفيف وناعم كالقماش،
ويشتهر بنسيجه الفريد.",,,,,,,,,,,"La piel de un Hirabami. Ligera
y suave como la tela, es
conocida por su peculiar textura."
66d2955c-1fc8-4678-9c13-6208b5380229,495750921,Item_IT_355,風鋏竜の飛膜,Hirabami Webbing,Palmure Hirabami,Hirabami: membrana,Hirabami-Gewebe,Membrana de Hirabami,Паутина хирабами,Błona Hirabami,,,Membrana de Hirabami,풍협룡의 비막,風鋏龍的飛膜,风铗龙的飞膜,,,,,,,,نسيج هيرابامي,,,,,,,,,,,Membrana de Hirabami
e113239d-52ca-4733-8fb6-13d29cad3d46,1665434648,Item_IT_EXP_355,"ヒラバミの飛膜。
高い柔軟性によって風を受け止め、
浮揚を自由自在に制御する。","Webbing from a Hirabami. Its
superb elasticity allows the
monster to float in the air.","Palmure de Hirabami. Son
élasticité d'exception permet
au monstre de flotter dans l'air.","Membrana di un Hirabami, così
elastica da permettergli
di volare.","Gewebe eines Hirabami. Durch
die enorme Elastizität kann das
Monster in der Luft schweben.","Membrana de un Hirabami. Su
impresionante elasticidad hace que
el monstruo flote en el aire.","Эластичная паутина хирабами.
Прекрасно тянется и позволяет
монстру парить в воздухе.","Błona Hirabami. Jej znakomita
elastyczność pozwala potworowi
unosić się w powietrzu.",,,"Membrana de Hirabami. A incrível
elasticidade permite a Hirabami 
flutuar no ar.","히라바미의 비막. 아주 유연하여
바람을 받아내고, 뜨는 정도를
자유롭게 제어할 수 있다.","風鋏龍的飛膜。利用極佳的柔軟度可
承受風力，自由自在地在空中升降。","风铗龙的飞膜。借助它优秀的柔软
性可以乘风而起，随意控制上浮和
下降。",,,,,,,,"نسيج من (هيرابامي).
تسمح مرونته الرائعة
للوحش بأن يطفو في الهواء.",,,,,,,,,,,"La membrana de un Hirabami.
Su increíble elasticidad le permite
al monstruo flotar en el aire."
b50c73f3-b996-405e-9409-861557cbb243,1389120240,Item_IT_356,風鋏竜の尾爪,Hirabami Tail Claw,Griffe caudale Hirabami,Hirabami: artiglio coda,Hirabami-Schwanzklaue,Garra cola de Hirabami,Хвост. коготь хирабами,Pazur ogonowy Hirabami,,,Caudagarra de Hirabami,풍협룡의 꼬리발톱,風鋏龍的尾爪,风铗龙的尾爪,,,,,,,,مخلب ذيل هيرابامي,,,,,,,,,,,Garra de cola de Hirabami
50a95d1c-d766-4624-892d-b2c255100642,2785210702,Item_IT_EXP_356,"ヒラバミの尾に生える爪。
大きく湾曲した形状により、獲物を
逃さず挟み込むことができる。","A claw from the tail of a
Hirabami. Its curved shape
allows it to easily trap prey.","Griffe tirée de la queue d'un
Hirabami. Sa forme courbe lui
permet de piéger ses proies.","Un artiglio ricurvo dalla coda
di un Hirabami, in grado di
intrappolare ogni preda.","Schwanzklaue eines Hirabami.
Ihre Krümmung erlaubt es ihm,
Beute mit Leichtigkeit zu fangen.","Garra de la cola de un Hirabami.
Su forma curva le permite atrapar
presas fácilmente.","Коготь с хвоста хирабами. Имеет
особую форму и легко впивается в
плоть, не давая добыче скрыться.","Pazur z ogona Hirabami. Jego
zakrzywiony kształt pozwala mu
z łatwością złapać ofiarę.",,,"Garra da cauda de Hirabami. Seu
formato curvo permite capturar
presas com facilidade.","히라바미의 꼬리에 자라는
발톱. 크고 구부러진 모양으로
사냥감을 홱 낚아챌 수 있다.","長在風鋏龍尾巴上的爪子。又大又
彎曲，能緊緊夾住獵物，使其無可
竄逃。","风铗龙尾巴上的爪子。大大的弯钩
形能牢牢钳住猎物，不让其逃跑。",,,,,,,,"مخلب من ذيل (هيرابامي).
شكله المنحني يسمح له
بمحاصرة الفريسة بسهولة.",,,,,,,,,,,"Garra de la cola de un Hirabami.
Su forma curva le permite
atrapar presas con facilidad."
b65e11d4-9aae-42db-a0f2-421963070429,2751124218,Item_IT_357,風鋏竜の狩猟証,Hirabami Certificate,Certificat Hirabami,Hirabami: certificato,Hirabami-Zertifikat,Certificado Hirabami,Сертификат: хирабами,Certyfikat Hirabamiego,,,Certificado de Hirabami,풍협룡 사냥증,風鋏龍狩獵證,风铗龙狩猎证,,,,,,,,شهادة هيرابامي,,,,,,,,,,,Certificado de Hirabami
54a81009-7b3a-4b73-8f88-9021ff38177f,3031517383,Item_IT_EXP_357,"ヒラバミのクエストに成功した者に
与えられる、ギルドの証明書。
装備の作成に使用する。","A Guild certificate awarded to
those who have hunted a Hirabami.
Used to make equipment.","Certificat de la Guilde reçu pour
avoir chassé un Hirabami.
Sert à fabriquer de l'équipement.","Un certificato della Gilda per
chi ha cacciato un Hirabami.
Usato per creare equipaggiamento.","Gildenzertifikat für das Erjagen
eines Hirabami.
Zur Ausrüstungsherstellung.","Certificado de gremio otorgado
al cazar a un Hirabami.
Se usa para fabricar equipamiento.","Сертификат Гильдии, выдаваемый
тем, кто одолел хирабами. Нужен
для создания снаряжения.","Certyfikat Gildii przyznawany tym,
którzy upolowali Hirabami.
Używany do produkcji wyposażenia.",,,"Certificado da Guilda concedido
a quem caçou um Hirabami.
Usado para fazer equipamento.","히라바미 퀘스트를 성공한
자에게 주어지는 길드 증명서.
장비 제작에 사용.","公會的證書，會授予成功完成風鋏龍
任務的人。可用於製作裝備。","公会颁发的证书，授予成功完成风
铗龙任务的人。可用于制作装备。",,,,,,,,"شهادة تمنحها الرابطة
لأولئك الذين اصطادوا (هيرابامي).
تُستخدم لصنع المعدات.",,,,,,,,,,,"Certificado de gremio otorgado a
quienes cazaron un Hirabami.
Se usa para fabricar equipo."
84eb6e0d-b875-4f63-827c-6a1e717cc337,2098468207,Item_IT_358,風鋏竜の上鱗,Hirabami Scale+,Écaille Hirabami +,Hirabami: scaglia+,Hirabami-Schuppe+,Escama de Hirabami+,Чешуя хирабами+,Łuska Hirabami+,,,Escama de Hirabami+,풍협룡의 비늘+,風鋏龍的上鱗,风铗龙的上等鳞,,,,,,,,قشرة هيرابامي+,,,,,,,,,,,Escama de Hirabami+
0abe313c-8257-48df-8801-38b298480ebd,1279835619,Item_IT_EXP_358,"ヒラバミの上質な鱗。
強度もさることながら、何よりも
注目すべき特徴はその軽さにある。","A high-quality scale from a
Hirabami. Not only is it strong,
but also exceedingly light.","Écaille de Hirabami de qualité.
Résistante, elle n'en est pas
moins extrêmement légère.","Una scaglia di Hirabami di
ottima qualità, resistente
e leggera.","Hochwertige Hirabami-Schuppe.
Sie ist nicht nur sehr stabil,
sondern auch extrem leicht.","Escama de gran calidad de un
Hirabami. No solo es fuerte,
sino también muy ligera.","Качественная чешуя хирабами.
Прочная и при этом исключительно
лёгкая.","Wysokiej jakości łuska Hirabami.
Jest nie tylko mocna,
ale również niezwykle lekka.",,,"Escama superior de Hirabami.
Além de muito resistente,
é extremamente leve.","히라바미의 질 좋은 비늘.
강도도 강도지만, 무엇보다
주목해야 할 특징은 가벼움.","風鋏龍的優質鱗片。強度高固然不用
說，更令人注目的是十分輕巧。","风铗龙的优质鳞片。强度自不必说，
十分轻盈的特点更是引人注目。",,,,,,,,"قشرة عالية الجودة من (هيرابامي).
ليست قوية فحسب،
بل خفيفة جدًا أيضًا.",,,,,,,,,,,"Escama de alta calidad de un
Hirabami. No solo es fuerte, sino
también extremadamente ligera."
0576f48c-130e-4cc9-85ba-d9f1e0ed2328,1372615303,Item_IT_359,風鋏竜の上皮,Hirabami Hide+,Peau Hirabami +,Hirabami: pelle+,Hirabami-Haut+,Piel de Hirabami+,Шкура хирабами+,Skóra Hirabami+,,,Couro de Hirabami+,풍협룡의 가죽+,風鋏龍的上皮,风铗龙的上等皮,,,,,,,,جلد هيرابامي+,,,,,,,,,,,Piel de Hirabami+
dcbd1fc9-5aab-43e9-a05c-f58c85243915,2447686913,Item_IT_EXP_359,"ヒラバミの上質な皮。
高級な反物を思わせるしなやかさと
猛吹雪を耐え抜く強度を備える。","A high-quality Hirabami hide.
Soft as the finest fabric, with
the warmth to endure a blizzard.","Peau de Hirabami de qualité.
Douce comme de la soie,
elle peut endurer un blizzard.","Una pelle di Hirabami di alta
qualità, morbida e così calda da
resistere a una tormenta.","Hochwertige Hirabami-Haut.
Weich und warm genug, um
Schneestürme zu überstehen.","Piel de Hirabami de gran calidad.
Suave como la mejor tela, y capaz
de soportar una ventisca helada.","Качественная шкура хирабами.
Тонкая как шёлк, но при этом
согревает даже в метель.","Wysokiej jakości skóra Hirabami.
Miękka jak najlepsza tkanina,
zapewnia niesamowite ciepło.",,,"Couro superior de Hirabami.
Macio como o melhor tecido e
capaz de suportar uma nevasca.","히라바미의 질 좋은 가죽.
고급 옷감 같은 유연성과
눈보라를 견디는 강도가 특징.","風鋏龍的優質外皮。有如高級布料般
柔韌，還有能抵受暴風雪的強度。","风铗龙的优质外皮。既有如高级布
料一般的柔顺触感，又有能承受狂
风暴雪的坚韧强度。",,,,,,,,"جلد (هيرابامي) عالي الجودة.
ناعم كأفضل الأقمشة، وبه من الدفء
ما يكفي لتحمل عاصفة ثلجية.",,,,,,,,,,,"Piel de Hirabami de alta calidad.
Suave como las telas más finas y
abrigada para la peor ventisca."
5064ab2e-91a4-437c-b9db-ac754c45ecd1,2414004182,Item_IT_360,風鋏竜の上飛膜,Hirabami Webbing+,Palmure Hirabami +,Hirabami: membrana+,Hirabami-Gewebe+,Membrana de Hirabami+,Паутина хирабами+,Błona Hirabami+,,,Membrana de Hirabami+,풍협룡의 비막+,風鋏龍的上飛膜,风铗龙的上等飞膜,,,,,,,,نسيج هيرابامي+,,,,,,,,,,,Membrana de Hirabami+
